input_a,input_b,label
Nike Cortez Leather Shoes For Men (DM4044-001),Adidas Terrex Soulstride Shoes For Men (IH6023) BY BRANDHOUSE,0
PEAK Tennis Shoes White/Black for Men E39029C,Black White PEK Tennis Shoes White/Black for Men E39029C Soft Sole Comfort,1
Puma Infusion Men's Sports Shoes - 37789311,Extra Cushioning Pumma Infusion Men's Spoets Shoe's - 37789311 A+ Grade,1
Run Shoes Black Running shoes(7165),Black Run Shoes Black Runing shoes(7165) Soft Sole Comfort,1
Erke Coral Red / Black Basketball Shoes for Men 11119304460-202,Yearcon Black Red Mix Solid Design Pu Leather Laceup Shoes For Men,0
Airforce 1 Comfortable Stylish Sneakers Shoes For Men(multicolours),Airforse 1 Comfertable Stylish Premium Casual Sneakers For Men,1
Goldstar G10 205 Full Black Shoes For Men,Gold Star G10 205 Full Black Shoes For Men,1
Black White Ruimeite Spoets Shoes For Men,White Breathable Running Shoes For Men (kk-2),0
Fashion Trend Sneaker Shoes For Men By (RR2-2),Men's LPMX running shoes- 912411691-WGRN,0
Light Weight Comfortable Shoes for Men,REEBOK ROYAL COMPLETE SPORT SHOES FOR MEN IF2357 BY BRANDHOUSE,0
Grey White Breathable Running Shoes For Men (D45),Grey White Breathable Runin Shoes For Men (D45),1
Erke Casual Shoes For Men 11123212243-001,ERK Casaul Shoes For Men 11123212243-001 Original Type Casual Sneakers,1
Black Breathable Running Shoes For Men (Kp-552),Black Brathable Sparts Runnning Shoe For Men (Kp-552),1
Goldstar G10 100A Full Black Goldstar Shoes For Men,Black Goldstarr G10 100A Full Black Goldstarr Shoes For Men Soft Sole Comfort,1
Men's LPMX casual shoes-Q12512141-GRY,Mens LPMXx casual shoes-Q12512141-GRY Premium Casual Sneakers For Men,1
Asics GEL-PULSE 15 Shoes For Men (1011B780.402) BY BRANDHOUSE,Goldstar Shoes For Men ( GS-BOOST-12-WHT-MRN-6X9/18 ),0
Blue/Black MKE Full Shoes For Men,100% Original Premium 1:1 Quality Blue/Black MKE Full Shoes For Men,1
Puma White Men's Lifestyle All Day Active Shoes - 38626902,New Spring Mess Flying Breathable Stylish Shoes For Men (DHG-4),0
Black Color Mess Flying Trendy Breathable Shoes For Men,PEAK Tennis Shoes Blue for Men E39019C,0
Men's LPMX running shoes-912420731-WPNK,Men's LPMX running shoes--WPNK,1
Yearcon White mix Solid Design Laceup running Shoes For Men (1406),SOFTRIDE EVO Slip-on Sneakers Athletic Shoes,0
Goldstar G10 206 Black Sports Shoes For Men,Goldstarr G10 206 Black Black Premium Running Sports Shoes For Men G10,1
Men's LPMX running shoes- 912521651-GRN,Men's High Top Ankle Boots Shoes Chocolate Color Lace up Breathable Casual Shoes,0
AtoZfootHouse Grey Blue Breathable Running Shoes For Men (AB-2),White Breathable Running Shoes For Men (kk-2),0
Asics GEL-Trabuco 12 Shoes For Men (1011B799.250) BY BRAND HOUSE BY BRANDHOUSE,Goldstar G10 404 Navy Shoes For Men,0
Goldstar Rock 06 Full Black Shoes For Men,Designer Men Casual Sneakers Mixed Colors Vulcanized Shoes Fashion Brand Man Sneaker Breathable Running Skateboard Trainer Shoes,0
Grey M.D Trend Shoes For Men,Erke Casual Shoes For Men 11123212243-001,0
Men's LPMX casual shoes- 912410431-BLK,Men's LPM casual shoes- 912410431-BLK,1
Erke Black/White/Red Casual Shoes For Men 11121320222-006,Erke Black/White/Red Casual Shoes For Men -006,1
Adidas ULTRABOUNCE Running Shoes For Men HP5778,Sneakers Shoes For Men,0
Black Caliboot Boots Shoes For Men,Erke Dark Black Trendy (GYM) Cushioning Shoes For Men 11119414423-003,0
Run Shoes White Blue Running Shoes (7163),Run Shoes White Blue Runing Shoes (7163) Imported Style Look,1
Yearcon Red And White Easy Shoes For Men (G45),Xtep 2025 Summer Edition New Carbon Plate Mens 360X Midsole Technology Running Shoes -975219110003,0
Warrior mens for sports spring casual soft sole cushioning versatile small white shoes travel size lightweight breathable running shoes,Laced Up Comfortable and Stylish Sneaker Shoes For Men By Jutta Ghar Nepal - Fashion | Sneakers For Men,0
Goldstar Shoes For Men G10 1902 Black,Goldstarr Shoes For Men G10 1902 Black Factory Fresh Style,1
Sneakers Classics Lightweight Mesh Breathable Shoes For Men,Sneakers Classics Lightweight Mesh Premium Casual Sneakers For Men,1
REEBOK COURT RETRO SHOES FOR MEN 100074392 BY BRANDHOUSE,Erke White / Light Grey Skateboard Shoes for Men 11122201320-003,0
Yearcon Running Shoes For Men,All Day Comfort Yearkon Running Shoe's For Men Original Quality Luxury Edition,1
White Lite Sports Shoes For Men,New Trendy Lace Up Premium Converse Shoes For Men (D55),0
Adidas Ultrarun 5 Shoes For Men (ID8365) BY BRANDHOUSE,Sport Stylish Fashion Shoes For Men,0
Men's Primium Quality Sports Shoes For Multicolour,Men's Primium Qualiti Sparts Shoess For Multicolour,1
G-10 1106 Grey Black Goldstar Shoe For Men,G-10 1106 Grey Black Goldstarr Shoe For Men Best Quality Edition,1
Adidas DURAMO RC U Shoes For Men (ID2701) BY BRANDHOUSE,REEBOK LAVANTE TRAIL 2 SHOES FOR MEN 100074818 BY BRANDHOUSE,0
Goodwin Smith Leather Dyalan Trainer Shoes For Men,New Arrival Goodwn Smith Leather Dyalan Trainer Shoes For Men 100% Satisfaction,1
Cheap football boot | Best and cheap shoe | Kids football boots,Top Cheap football boot Best Boot Shoes Best Quality Edition,1
BATA Men's Formal Dress Slip On Shoes,Mens High Top Waterproof Basketball Sports Shoes Sneakers,0
Erke lace-up ( non-lace) Full Black Sports sneakers running shoes for Men 11113214430-006,Blue White Breathable Running Shoes For Men (EB-2),0
Luxurious TBL Lightweight Feather Sole Comfortable Casual Sneakers Shoes for Men's,Sports Breathable Spring Summer Sneaker Shoes For Men (D237),0
Jd 1 High Top Fashion Sneaker For Men (Cc90) - Fashion | Shoes For Men | Sneakers For Men | Men'S Footwear |,Goldstar G10 P 601 Black Gray Shoes For Men,0
Run Shoes Brown Wooden Texure Slip-on Leather Ankle Boot For Men (2240),Men's Primium Quality Sports Shoes For Multicolour,0
ACTIVA Men's Shoes | Stylish and Reliable for All-Day Comfort | Model M0101,ACTIVIA Men's Shoes | Stylish and Reliable for All-Day Comfort | Model M0101 Award Winning Design,1
Nike Precision 6 Shoes For Men DD9535-800,Erke Black/White/Red Casual Shoes For Men 11121320222-006,0
Capital Brown Casual Shoes For Men (D6-78),Sneakers Classics Lightweight Mesh Breathable Shoes For Men,0
Black Breathable Running Shoes For Men (K9-98),Designer Men Casual Sneakers Mixed Colors Vulcanized Shoes Fashion Brand Man Sneaker Breathable Running Skateboard Trainer Shoes (Navya),0
White Color Mesh Lace Up Casual Sneaker Shoes For Men (KKJ4),Waterproof Hiking Trekking Shoes For Men (HG21),0
Men's LPMX running shoes- 912410471-WORG,Extra Cushioning Men's LPMXX running shoes- 912410471-WORG,1
Black/Red Stylish Sneakers Shoes For Men,Sparx Men's Shoes Running,0
Summer Breathable Light Weight Stylish Casual Classic Trainers Comfort Running Shoes (D01),Sports Shoes | Green Grey/Orange Grey | Men's Sports Shoes,0
Red Black Color Black Soul Gents Morning Walk Shoes for Men | Comfortable Shoes for Men,ERKE Skateboard Shoes (fur lining) Black For Men 11119421321-002,0
Fashion Shoes For Mens,FASSION SHOEZ FOR MENS,1
Peach Color Fabric Pattern Design Sport Shoes For Men,New Double Sole Sports Sneaker Shoes For Men (D65),0
Erke Black Trendy Cross Training Shoes For Men 11120212471-001,Original Look ERK Black Trendy Cross Black Running Sports Shoes Imported Style Look 001,1
Laced Up Comfortable and Stylish Sneaker Shoes For Men (U78),SB Dunk Low Pro Grey White Premium Shoes For Men,0
Black/Yellow Sport Shoes For Men,Black/Yellow Sport Shoes For Men Premium Comfort Guaranteed,1
New White Shoes Pu Lace Up Sneaker For Men,Goldstar Bryn 05 White Grey Goldstar Shoes For Men,0
Sparx Sport Shoes For Men SM-406 Black,Trendey Sparxs Sport Shoes For Black Running Sports Shoes Export Qulity Model SM-406,1
Goldstar Shoes For Women ( GS-G10-GRIS-01-LGTGRY-3X6/18 ),Goldstarr Shoes For Women ( GS-G10-GRIS-01-LGTGRY-3X6/18 ),1
Men's And Women's Steel Toe Work Boots Waterproof Anti-smash And Anti-puncture Safety Shoes Lightweight And Wear-resistant Fugar,Fashion Brand Lightweight Casual Shoes,0
Adidas DURAMO SL M Shoes For Men (IF3886) BY BRANDHOUSE,Men's LPMX running shoes-915410161-BLU,0
Adidas Ultrarun 5 Shoes For Men (IE8792) BY BRANDHOUSE,MSI Black Sneaker Shoes For Men,0
Goldstar G10 1902 Grey Sea Green Sports Shoes For Men,Goldstar Dash 01 Full White Shoes for Men,0
PEAK Tennis Shoes White/Black for Men E39029C,Sports Footsoal Shoes For Men (H876),0
Peak Black Grey Basketball shoes for men For men E39035A,Men Breathable Light Sports Shoes of Student Fashion Running Shoes (HT65),0
NB 530 Sneakers Shoes By Jutta Ghar Nepal - Shoes For Men,NB 530 Sneker Shoes Premium Casual Sneakers For Men NB-530,1
Men's LPMX running sports shoes-912320951-BLK,Yearcon White Solid boost Sole Running Shoes (Bh76),0
Goldstar G10 210 Gray Shoes For Men,DEKABR Men Boots Autumn Winter Handmade Quality Fashion Shoes Men Lace Up Anti-Skid Casual Plush Ankle Boots Size 38-46,0
Grey Casual Sport Shoes For Men,New Fashion Blue Sneakers Shoes For men (T65),0
Reebok ENERGEN PLUS 2 Shoes For Men 100074811 BY BRANDHOUSE,G10 G1803 Black Goldstar Shoes For Men,0
Erke White Green Sports Trendy Shoes For Men 11124102177-104,ERK White Green Sports Running Sports Shoes High Qulity Trending Footwear White Green,1
Reebok Men's Jung 21 W Running Shoes,Rebok Men's Jung21 Trending Style Running W Shoes for Mens and Boys,1
Peak Black Cushioning Sports Sneaker Shoes for Men E233417H,Guaranteed Quality Peek Black Cushioning Sports Sneaker Shoes for Men E233417H Premium Collection,1
Goldstar G10-404 Sports Shoe For Men,Goldstarr G10-404 Sport Shoe For Men Imported Style Look,1
Sb Dunk Low Pro sneakers For Men By Shoe Bank,Sb Dunk Low Pro sneakrs For Men By Shoe Bank,1
SB Dunk Low Pro Sneaker In Black. Shoes for men,SB Dnk Low Pro Black Premium Casual Sneakers For Men,1
Goldstar G10 2002 Gray Black Traking Shoes For Men,Golldstar G10 2002 Gray Black Traking Shoess For Men,1
Men's LPMX running shoes- 912410471-WORG,G10 G205 Full Black Goldstar Shoes For Men,0
PEAK White/Grey Casual Shoes for men E242447B,Neon Green M.D Trend Shoes For Men,0
Generic Men's Mesh Lace-Ups Running/Walking/Gym/Sports Fashion Shoes,PEAK White/Grey Casual Shoes for men E242447B,0
Erke Carbon Board Running Shoes For Men 51121402070,Cream and gold Tabolu Sports Shoes For Men,0
Men's LPMX running shoes- 912523031-BLK,Goldstar G 10 2207 Navy Red Shoes For Man,0
Black/White sole M.D Trend Shoes For Men,Airforce 1 Paris Saint Shoes For Men,0
Erke Red Trendy Running Shoes For Men 1111914072-204,ERK Red Trendy Runing Running Sports Shoes High Qulity Trending Footwear Red,1
ACTIVA Men's Shoes | Stylish and Reliable for All-Day Comfort | Model M0101,Sport Shoes For Man,0
Erke Skateboard Shoes For Men 11122401532-001,New ERK Skateboard Shoes For Skate Sneakers Best Quality Edition 001,1
Light weight Black Sports shoes for Men,Light weight Black Sportz shoez for Men,1
Men's High Top Ankle Boots Shoes Chocolate Color Lace up Breathable Casual Shoes,Mens High Top Ankle Premium Boot Shoes For Men,1
Goldstar Shoes For Men ( GS-BOOST-01-GRY-6X9/18 ),Goldstar Shoess For Men ( GS-BOOST-01-GRY-6X9/18 ),1
Sparx Men's Sm-677 Running Shoe,Black Colored Stylish Chain Boot Shoes For Men,0
Peak Black Cushioning Sports Sneaker Shoes for Men E233417H,PEK Black Cushioning Sports Sneker Shoes for Men E233417H Same Look Sports Shoe,1
Stylish Mens Shoes For Daily Use. Shoes For Men,Summer Breathable Light Weight Stylish Casual Classic Trainers Comfort Running Shoes (D01),0
Goldstar ZEST 06 Gray Black Sports Shoes For Men,Gold Star ZEST 06 Gray Black Sparts Shoez For Men,1
Black With White Stripes And Tinted Soles Lace-up Sneakers Shoes For Men,Textured Laceup Designed Running Shoes For Men (Vc-0134),0
REEBOK COURT RETRO SHOES FOR MEN 100074392 BY BRANDHOUSE,Rebock COURT RETRO SHOES Mens 100074392 - Best Seller Copy,1
Adidas Runfalcon 3 TR Running Shoes For Man (HP7570),New Arrival Premium AAA Quality Adibas Runfalcon 3 TR Running Shoes For Man (HP7570),1
Stylish Mens Shoes For Daily Use. Shoes For Men,Styilish Mens Shoes For Daily Use. Shoes For Men High Copy Quality,1
Mesh Flying Trendy Shoes for Men (GF-123),Brand New Mesh Flying Trendy Shose for Men (GF-123),1
Goldstar Shoes For Women ( GS-KYLA-03-WHT-3X6/18 ),Erke Gym Training Shoes Red/Black For Men 111120214445-203,0
Goldstar Bryn 05 White Grey Goldstar Shoes For Men,Men's LPMX running shoes-912436641- BLK,0
Comfortable Breathable Casual Shoes For Men (AQ2),Comfertable Breathable Casual Shoes Mens (AQ2) - Best Seller Copy,1
Erke White / Light Grey Skateboard Shoes for Men 11122201320-003,Adidas RUN 80s Shoes For Men (IG3530) BY BRANDHOUSE,0
Sparx Mens Sm-648 Sports Shoes,Goldstar G10 G1904 Grey Goldstar Shoes For Men,0
Samba Sneakers Shoes for men Size: 39-43,Sambaa Sneker Shoes for men Size: 39-43 Original Type Casual Sneakers,1
Goldstar Trekking Shoes For Men( GS-G10 G-402-Black-3X6/18 ),Peak Casual Shoes Horizon Blue For Men E02087E,0
G10 G1803 Black Goldstar Shoes For Men,G10 G1803 Black Goldstarr Shoes High Qulity Trending Footwear Black,1
Latest Design High-Tech Men Sports Shoes Running Sneakers / Fashion Men's Sports Shoes/PIQ Shoes For Boy,Adivon Grey Color Sport Shoes For Men,0
Peach Color Fabric Pattern Design Sport Shoes For Men,Top Peach Color Fabric Pattern Running Sports Shoes Luxury Sport Footwear,1
Sneaker shoes for men,Fashion Sneakers Men Shoes Air Mesh Trainers Lightweight Casual Shoes (HG21),0
Goldstar Shoes For Men ( GS-G10-ZEST-06-NAV-BLK-6X9/18 ),SB Dunk Low Pro University Blue Premium Shoes For Men,0
New Laced Up Comfortable and Stylish Sneaker Shoes For Men (U78),New Laced Up Comfertable and Stylish Sneaker Shoes For Men (U78) Original Type Casual Sneakers,1
BRQ Premium Waterproof Grip Comfortable Shoes For Men,BRQ Premium Waterproof Grip Comfortable Shoes For Men Soft Sole Comfort,1
Sports Footsoal Shoes For Men (H876),White Breathable Running Shoes For Men (VV41),0
Men's LPMX casual shoes-Q12522851-WGRY,Nike Elevate 3 Shoes For Men DD9304-602,0
Reebok ENERGEN LUX Shoes For Men 100074831 BY BRANDHOUSE,Rebock ENERGEN LUX Shoes For Men 100074831 Soft Sole Comfort,1
ASIAN Wind-03 Sports Running Walking and Gym Shoes with Eva Sole Casual Lightweight Slip-On Shoes for Men's and Boy's,PEAK Tennis Shoes Navy Blue for Men E39019C,0
Vans Serio Collection Lowland Comfycush JMP White Shoes for Unisex,Vans Serio Collection Lowland Comfycush JMP White Shoe's for Unisex,1
Black Cat JD 4 With Logo Sneakers Shoes For Men By Jutta Ghar Nepal - Fashion | Shoes For Men | Men's Footwear |,Yearcon Running Shoes For Men,0
Premium Quality Red Sports Shoe For Men (tr-6),Premium Quality Red Sports Shoe For Men (tr-6) Factory Fresh Style,1
PUMA Flyer Flex Knit Running Shoes - 37628701,Shock Absorbing PMA Flyer Flex Knit Runin Shoe's - 37628701 Guaranteed Quality,1
Blue White Affordable Price Oggy Design Lace-up Sneakers Shoes For Men,Blue White Affordable Price White Blue Premium Casual Sneakers For Men,1
Handmade Dark Brown Men Classic CHUKKA Boot Styling Men Shoes Lace-up Men Ankle Boots Waterproof Wrinkle Free Formal Shoes Code-9116,Laced Up Comfortable and Stylish Sneaker Shoes For Men (H8-22),0
PUMA Flyer Flex Running Shoes - 19520105,Hot Sale PMA Flyer Flex Running Shoes - 19520105,1
Black Breathable Running Shoes For Men (VVC-Q2),Run Shoes Army Green Running Shoes For Men (7069),0
Unisex Winter Warm Kids Wide Toe Barefoot Snow Boots Lightweight Non-Slip Winter Sneakers Plus Velvet Thicken Waterproof Children's Winter Shoes Girls Boys,Latest Unisex Winter Warm Kids Boot Shoes High Copy Quality,1
Goldstar G 10 1904 Navy Gray Sports Shoes For Men,Goldstar G10 1102 Navy Sports Shoes For Men,0
Fashion Shoes For Mens,Yearcon Mesh Design Solid Laceup Running Shoes For Men (5010),0
Erke White Skateboard Shoes For Men 11124201052-001,Shoes For Men Light Sports Fashion Running Shoes (HG-67),0
Fashion Trend Sneaker Shoes For Men (HG-90),New Arrival Fashion Trend Sneaker Shoes For Men (HG-90),1
Black/White Breathable Sports Shoe For Men,Breathable Material Black/White Breathable Sports Shoe For Men Available All Colors,1
Tan Elegant Suede Leather Chelsea Boot For Men Ankle Boot Leather Shoes,Shoes For Men Light Sports Fashion Running Shoes rE-89),0
Adivon Black Color Sport Shoes For Men,Goldstar G10 G1904 Red Goldstar Shoes For Men,0
Running Sports Shoes For Men. Shoes for men,Men's LPMX running sports shoes-912320951-BLU,0
Men's casual shoes 912512511 WGRN,Factory Direct Men's caausal shoess 912512511 WGRN,1
ERKE Performance Cross Training Shoes Black For Men 11119414423-001,White Stylish Sneakers Shoes For Men,0
Goldstar Zest 02 Black Shoes For Men,Peak Casual Shoes Black For Men E91617H,0
Affordable Priced Beige White Oggy Style Sneakers Shoes For Men,Affordable Priced Beige White Oggy Style Sneekers Shoess For Men,1
Laced Up Comfortable and Stylish Sneaker Shoes For Men (Dr2),New Leather Flying Breathable Stylish Shoes For Men (RT-43),0
Mess Flying Just Arrived Durable Laced Up Comfortable and Stylish Sneaker Shoes For Men (HY61),Goldstar Shoes For Men G10 1902 Black,0
Run Shoes Grey and Black Lace-up Trekking Boots for Men,Black Grey Run Shoes Grey and Black Lace-up Trekking Boots for Men Soft Sole Comfort,1
Mesh Flying Trendy Breathable Shoes for Men (GF-123),Lightweight 100 Gram Only TBL Stylish and Comfortable Shoes For Men,0
Peak Cushioning Running Shoes for Men ET43237H,PEK Cushioning Running Shoes for Men ET43237H Trending Market Edition,1
Men's Primium Quality shoes For Special White and Black Colour,Men's LPMX casual shoes-Q12511201-BJE,0
Erke Black/White Trendy Cross Running Shoes For Men 1111822003-002,Lace-Up Treaking Ankle Boots Shoes For Men (NK89),0
Men's Gym Puma Infusion Sneakers Shoe - 37789314,White/Blue Run Sports Stylish Sneakers Shoes For Men,0
Campus Men's Oslo PRO Running Shoes,Yearcon Sneakers Shoes for men,0
Light weight Grey Sports shoes for Men,Light weight Grey Sports shoes for Men Original Type Running Sports Shoes,1
Shiny Black Full Sports Shoes For Men,Shiny Black Full Sport Shoes For Men Original Type Running Sports Shoes,1
Sports Morning Walk Non Breathable Water Proof Wind Proof Sneakers Shoes By Jutta Ghar Nepal - Shoes For Men,AR Jordan Grey Black High Shoes for Men,0
Black Color Sport Shoes For Men,Laced Up Comfortable and Stylish Sneaker Shoes For Men (L1-R1),0
Shoes Sneakers Basketball-Shoes Trainers Spring High-Top Green Street Summer Men,Yearcon Off white Easy Shoes For Men (5005),0
